Geoname ID,Name,ASCII Name,Alternate Names,Latitude,Longitude,Population,Digital Elevation Model,Country,Coordinates
1276178,Bh?nder,Bhander,"Bhander,Bh?nder",25.73581,78.74555,22482,182,India,"25.73581, 78.74555"
1276728,B?sugaon,Basugaon,"Basugaon,B?sugaon",26.46742,90.41951,12832,59,India,"26.46742, 90.41951"
1276927,Bark? K?n?,Barka Kana,,23.62118,85.46748,18182,354,India,"23.62118, 85.46748"
1276948,B?ri,Bari,"Bari,B?ri",26.64661,77.61634,56136,210,India,"26.64661, 77.61634"
1276988,Bargarh,Bargarh,"Baragarh,Bargarh,Bargarkh,ba er jia er,baragadha,baragara,bargadh,parkaht,???????,?????,????,??????,????,?????,???????,??????,????",21.33348,83.61905,68670,179,India,"21.33348, 83.61905"
1277338,Banga,Banga,Banga,31.18874,75.99495,19234,256,India,"31.18874, 75.99495"
1277599,Balasore,Balasore,"Balasor,Balasore,Baleshwar,Baleswar,B?leshwar,ba la suo er,balasor,balaswr,balesbara,balesvara,bareshuwaru,palesvar,???????,???????,????????,????????,????????,????????,?????????,????????,???????,????????,????",21.49266,86.93348,114321,22,India,"21.49266, 86.93348"
1277699,Bak?ni,Bakani,"Bakani,Bak?ni",24.28624,76.23709,8621,350,India,"24.28624, 76.23709"
1277769,Baikunthpur,Baikunthpur,"Baikunthapur,Baikunthpur",23.26206,82.56051,10790,560,India,"23.26206, 82.56051"
1278464,Arambol,Arambol,"Arambol,Arambol',????????",15.68681,73.70449,10000,7,India,"15.68681, 73.70449"
1278471,Arakkonam,Arakkonam,"Arakkonam,Arkonam",13.08449,79.67053,79080,90,India,"13.08449, 79.67053"
1278768,?mli,Amli,"Amli,?mli",20.28333,73.01667,33369,39,India,"20.28333, 73.01667"
1279023,Al?ganj,Aliganj,"Aliganj,Al?ganj",27.49358,79.17127,26652,163,India,"27.49358, 79.17127"
1279123,Akiv?du,Akividu,"Akividu,Akiv?du,?kiv?du",16.58225,81.38112,40413,13,India,"16.58225, 81.38112"
1465828,Perungudi,Perungudi,Perungudi,12.96095,80.24094,30363,7,India,"12.96095, 80.24094"
6992326,Mohali,Mohali,,30.67995,76.72211,123484,312,India,"30.67995, 76.72211"
7279739,Perumbavoor,Perumbavoor,"pei lu mu ba wo ao er,perumbabhura,perumbaraura,perumpavur,pyrwmbawwr,??????????,??????????,???????????,????????????,???????????,???????",10.10695,76.47366,26550,12,India,"10.10695, 76.47366"
7279741,Vapi,Vapi,"Wapi,W?pi,bapi,vapi,vappi,wapy,wpy,????,???,????,????,????,????,??????",20.37175,72.90493,71395,30,India,"20.37175, 72.90493"
7283585,Edakkulam,Edakkulam,"etakkulam,????????",10.6102,76.18352,2000,16,India,"10.6102, 76.18352"
7302453,Vagator,Vagator,"Vagator,???????",15.59766,73.74496,14986,25,India,"15.59766, 73.74496"
7302825,Kanuru,Kanuru,,16.28584,81.25464,43696,6,India,"16.28584, 81.25464"
7302833,Gajuwaka,Gajuwaka,"gajuvaka,???????",17.7,83.21667,258944,17,India,"17.7, 83.21667"
7302857,Silapathar,Silapathar,Silapather,27.59441,94.72402,22307,119,India,"27.59441, 94.72402"
10263259,Defence Colony,Defence Colony,Defence Colony,28.57144,77.23272,0,214,India,"28.57144, 77.23272"
12165954,Pakke Kessang,Pakke Kessang,,27.14665,93.24643,0,1555,India,"27.14665, 93.24643"
1252797,Yamun?nagar,Yamunanagar,"Abdullahpur,Abdullapur,Abdull?hpur,Jamna Nagar,Yamuna Nagar,Yamunanagar,Yamun?nagar",30.12796,77.28371,208931,278,India,"30.12796, 77.28371"
1252960,Wani,Wani,"Vanja,Wani,Wun,W?n,????",20.05507,78.95313,57288,224,India,"20.05507, 78.95313"
1252997,Walajapet,Walajapet,"Walaja,Walajapet,W?l?j?pet",12.9251,79.36626,30256,173,India,"12.9251, 79.36626"
1253308,Velankanni,Velankanni,"Vailankanni,Velangann,Velanganni,Velankanni,Vel?nganni,velankanni,???????????",10.68333,79.83333,10000,3,India,"10.68333, 79.83333"
1253754,Unhel,Unhel,Unhel,23.33794,75.55931,15837,485,India,"23.33794, 75.55931"
1253807,Umred,Umred,"Umred,Umrer",20.85396,79.32466,51794,289,India,"20.85396, 79.32466"
1253861,Umarkhed,Umarkhed,Umarkhed,19.60144,77.68878,35265,424,India,"19.60144, 77.68878"
1253918,Ujh?ni,Ujhani,"Ujhani,Ujh?ni",28.00311,79.00821,56309,173,India,"28.00311, 79.00821"
1254054,Tuni,Tuni,Tuni,17.35905,82.54607,52658,24,India,"17.35905, 82.54607"
1254415,T?ra Suj?npur,Tira Sujanpur,"Sujanpur,Sujanpur Tira,Suj?npur,Tira Sujanpur,T?ra Suj?npur",31.83364,76.50539,7747,565,India,"31.83364, 76.50539"
1254695,Thakurdwara,Thakurdwara,"Thakurdwara,Th?kurdw?ra",29.19203,78.86145,39860,229,India,"29.19203, 78.86145"
1255082,Talwandi Bhai,Talwandi Bhai,"Talwandi Bhai,Talwandi Bh?i",30.85584,74.92979,16391,211,India,"30.85584, 74.92979"
1255482,Sulya,Sulya,"Sullia,Sulya,suliya,sulya,sulya taluka,????? ??????,???????,?????",12.561,75.38741,18950,119,India,"12.561, 75.38741"
1255620,Srivaikuntam,Srivaikuntam,"Srivaikuntam,Sr?vaikuntam",8.62931,77.91281,15665,19,India,"8.62931, 77.91281"
1255667,Soygaon,Soygaon,Soygaon,20.59606,75.61765,23320,377,India,"20.59606, 75.61765"
1255850,Solan,Solan,"Solan,Solana,Solon,??????",30.90908,77.10869,40283,1509,India,"30.90908, 77.10869"
1255925,Siw?na,Siwana,"Siwana,Siw?na",25.65154,72.42243,22067,188,India,"25.65154, 72.42243"
1256040,Sirsi,Sirsi,Sirsi,28.63916,78.64303,22549,202,India,"28.63916, 78.64303"
1256052,Sirsa,Sirsa,"Sirsa,sirasa,sirsa,syrsa,xi er sa,?????,?????,??? ????,?????,??????,???",29.53489,75.02898,181639,205,India,"29.53489, 75.02898"
1256126,Singtam,Singtam,"Singtam,Singtam Bazar,Singtom",27.23467,88.50168,6133,477,India,"27.23467, 88.50168"
1256146,Singoli,Singoli,Singoli,24.96667,75.3,9030,370,India,"24.96667, 75.3"
1256468,Sh?shgarh,Shishgarh,"Shishgarh,Sh?shgarh",28.72928,79.31469,23471,185,India,"28.72928, 79.31469"
1256483,Shirhatti,Shirhatti,Shirhatti,15.23352,75.57996,16604,681,India,"15.23352, 75.57996"
1256572,Shergh?ti,Sherghati,"Sherghati,Shergh?ti",24.5595,84.79162,35279,151,India,"24.5595, 84.79162"
1256705,Sh?hpura,Shahpura,,27.3912,75.95956,33273,438,India,"27.3912, 75.95956"
1257066,S?svad,Sasvad,"Sasvad,S?svad",18.34351,74.03102,29858,771,India,"18.34351, 74.03102"
1257429,Sangari?,Sangaria,"Sangaria,Sangari?",29.79886,74.46683,38638,192,India,"29.79886, 74.46683"
1257901,Sach?n,Sachin,"Sachim,Sachin,Sachir,Sach?n,Sach?r",21.08718,72.88153,12662,16,India,"21.08718, 72.88153"
1258338,Ratnagiri,Ratnagiri,"RTC,Ratnagiri,Ratn?giri,Rutnagherry,irattinakiri,la te na ji li,ratnagiri,rtnagry,?????????,???????,????????,?????????,??????????,????????,?????????,????????,???????????,?????????,?????",16.99154,73.31022,75986,66,India,"16.99154, 73.31022"
1258362,Ratanpur,Ratanpur,Ratanpur,22.2866,82.16823,21392,304,India,"22.2866, 82.16823"
1258492,Rangia,Rangia,"Ranga Nadi,Rangia,Rangiya,Rang? Nad?",26.44931,91.61356,26388,62,India,"26.44931, 91.61356"
1258932,R?jahmundry,Rajahmundry,"RJA,Radzhamandri,Rajahmondry,Rajahmundry,Rajamahendravaram,Rajamahendri,Rajamandri,R?jahmundry,R?jamahendravaram,rajamandri,???????????,?????????",17.00517,81.77784,304804,34,India,"17.00517, 81.77784"
1259154,Pusad,Pusad,Pusad,19.91274,77.57838,71588,336,India,"19.91274, 77.57838"
1259411,Ponn?ni,Ponnani,"Ponani,Ponnani,Ponn?ni",10.76695,75.92523,105512,7,India,"10.76695, 75.92523"
1259503,Pithor?garh,Pithoragarh,"Pathorgarh,Pithoragarh,Pithoragari,Pithor?garh",29.58349,80.20947,47571,1586,India,"29.58349, 80.20947"
1260046,Patti,Patti,"Patti,?????",25.9215,82.20048,9685,95,India,"25.9215, 82.20048"
1260086,Patna,Patna,"'Azimabad,New Patna,PAT,Patna,Patna New City,Patnao,ba te na,batna,pat na,patana,pateuna,patna,patona,ptnh,?A??m?b?d,?????,?????,?????,????,?????,????,????,????,????,?????,??????,?????,????,????,?????,?????,??????,??????,?????,????,?????,?????,???,????,???,???",25.59408,85.13563,1599920,53,India,"25.59408, 85.13563"
1260135,P?thardi,Pathardi,"Pathardi,P?thardi",19.17279,75.17425,24091,550,India,"19.17279, 75.17425"
1260410,P?pireddippatti,Papireddippatti,"Papireddipatti,Papireddippatti,P?pireddippatti",11.91774,78.36865,8852,433,India,"11.91774, 78.36865"
1260728,P?lgh?t,Palghat,"Palakkad,Palghat,Palgkhat,P?lgh?t,pa la ke ka de,palakkad,palakkada,palakkara,palakkat,palakkatu,???????,???????,????????,?????????,????????,??????,?????????,?????????,?????????,?????????,?????",10.77319,76.65366,132728,87,India,"10.77319, 76.65366"
1261068,Ozar,Ozar,"ISK,Ojhai,Ojhar,Ozar,ao zha er,ojara,????,???",20.09473,73.92816,44935,591,India,"20.09473, 73.92816"
1261208,Nongpoh,Nongpoh,Nongpoh,25.9023,91.87694,14387,547,India,"25.9023, 91.87694"
1261378,N?m?j,Nimaj,"Nimaj,Nimbaj,Nimb?j,N?m?j",26.14995,74.00094,20424,316,India,"26.14995, 74.00094"
1261639,Naw?bganj,Nawabganj,"Nawabganj,Naw?bganj",28.54103,79.63462,34134,184,India,"28.54103, 79.63462"
1261641,Naw?bganj,Nawabganj,"Nawabgang,Nawabganj,Naw?bganj",26.93129,81.19841,79246,128,India,"26.93129, 81.19841"
1261800,Nargund,Nargund,Nargund,15.72299,75.38666,33403,606,India,"15.72299, 75.38666"
1261847,Narasimhar?japura,Narasimharajapura,"Narasimharajapura,Narasimhar?japura",13.61075,75.512,7775,698,India,"13.61075, 75.512"
1261848,Narasaraopet,Narasaraopet,"Narasaraopet,na la sa la ao pei te,narasara'opet,narasara'opeta,narasaravupeta,???????? ???,??????????,????????????,????????????,??????????,???????",16.23488,80.04927,97194,76,India,"16.23488, 80.04927"
1261971,N?ndgaon,Nandgaon,"Nandgaon,N?ndgaon",20.3068,74.65501,24209,480,India,"20.3068, 74.65501"
1262285,Naduvann?r,Naduvannur,"Naduvannur,Naduvann?r",11.48772,75.77511,24648,20,India,"11.48772, 75.77511"
1262463,Munnar,Munnar,"Munnar,munar,munara,munnar,munnara,mwnar,??????,?????,???????,????????,?????,??????,????????,???????",10.08818,77.06239,68000,1470,India,"10.08818, 77.06239"
1262562,Mulb?gal,Mulbagal,"Mulbagal,Mulb?gal",13.16352,78.39346,47462,849,India,"13.16352, 78.39346"
1262591,Mukher,Mukher,Mukher,18.70636,77.36795,28647,404,India,"18.70636, 77.36795"
1263300,Mauganj,Mauganj,Mauganj,24.66721,81.87339,25537,351,India,"24.66721, 81.87339"
1263911,M?ndalgarh,Mandalgarh,"Mandalgarh,M?ndalgarh",25.19407,75.07215,21569,380,India,"25.19407, 75.07215"
1264567,M?dhogarh,Madhogarh,"Madhogarh,M?dhogarh",26.27522,79.1859,10530,149,India,"26.27522, 79.1859"
1264688,Lunglei,Lunglei,"Lungleh,Lunglei,Lungliah,lnglyy,long ge lai yi,lun'gale'i,lungalai,lungle'i,lunle'i,lunley,lwngly,???????,??????,??????,????????,????????,???????,??????,????????,?????????,????????,????",22.89247,92.74218,52728,1014,India,"22.89247, 92.74218"
1264912,Limbdi,Limbdi,"Limbdi,Limri",22.56507,71.81076,41740,51,India,"22.56507, 71.81076"
1265190,L?la,Lala,"Lala,L?la",24.55418,92.61592,10942,34,India,"24.55418, 92.61592"
1266616,Khurda,Khurda,"Khordha,Khurda",20.18268,85.61629,42526,57,India,"20.18268, 85.61629"
1266746,Khetia,Khetia,Khetia,21.67124,74.58535,15021,214,India,"21.67124, 74.58535"
1266937,Kharela,Kharela,"Kharela,Kharel?",25.54277,79.81235,13798,160,India,"25.54277, 79.81235"
1267006,Kh?pa,Khapa,,21.42243,78.98168,15175,315,India,"21.42243, 78.98168"
1267862,Karamsad,Karamsad,Karamsad,22.54243,72.90392,32380,41,India,"22.54243, 72.90392"
1267995,Kanpur,Kanpur,"Cawnpore,KNU,Kanpur,Kanpuras,Kanpwr,K?npur,K?npwr,kanapura,kanpur,kanpuru,??????,??????,??????,??????,??????,????????,?????",26.46523,80.34975,2823249,137,India,"26.46523, 80.34975"
1268007,Kannod,Kannod,Kannod,22.66764,76.74286,15870,332,India,"22.66764, 76.74286"
1268215,Kampil,Kampil,"Kampil,ka mu pi er,kampila,kmply,?????,??????,???????,????",27.61268,79.27687,9200,161,India,"27.61268, 79.27687"
1268510,K?l?garh Project Colony,Kalagarh Project Colony,"Kalagarh,Kalagarh Project Colony,K?l?garh,K?l?garh Project Colony",29.4778,78.78449,13298,289,India,"29.4778, 78.78449"
1268863,Jodiya Bandar,Jodiya Bandar,"Jodiya,Jodiya Bandar",22.71667,70.28333,15788,2,India,"22.71667, 70.28333"
1268896,Jint?r,Jintur,"Jintur,Jint?r",19.61186,76.6874,42420,442,India,"19.61186, 76.6874"
1269019,Jh?lu,Jhalu,"Jhalu,Jh?lu,Jh?l?",29.33609,78.22608,20356,241,India,"29.33609, 78.22608"
1269027,Jh?l?w?r,Jhalawar,"Brijnagar,Jhalawar,Jh?l?w?r",24.59633,76.16499,51884,322,India,"24.59633, 76.16499"
1269126,J?wad,Jawad,"Jawad,J?wad,javada,????",24.59916,74.86261,16887,467,India,"24.59916, 74.86261"
1269267,Jandi?la Gur?,Jandiala Guru,"Jandiala Guru,Jandi?la Guru,Jandi?la Gur?",31.56198,75.0277,8155,238,India,"31.56198, 75.0277"
1269323,Jammalamadugu,Jammalamadugu,Jammalamadugu,14.84677,78.38314,43870,188,India,"14.84677, 78.38314"
1269350,Jambusar,Jambusar,Jambusar,22.05236,72.80074,41594,27,India,"22.05236, 72.80074"
1269388,Jalp?iguri,Jalpaiguri,"Jalpaiguri,Jalp?iguri,Paiguri",26.51667,88.73333,107832,87,India,"26.51667, 88.73333"
1269470,J?khal,Jakhal,"Jakhal,Jakhal Mandi,J?khal",29.79627,75.82392,7411,226,India,"29.79627, 75.82392"
1269581,Jagatsinghapur,Jagatsinghapur,"Jagatsinghapur,Jagatsinghpur,Jagatsingpur",20.2557,86.17112,32945,15,India,"20.2557, 86.17112"
1269666,Isl?mpur,Islampur,"Islampur,Isl?mpur",25.14075,85.20587,31875,73,India,"25.14075, 85.20587"
1269743,Indore,Indore,"IDR,Indaur,Indor,Indore,Indore Madhya Pradesh,Induras,andwr,ayndwr,idaura,indaura,indoleu,indor,indora,indori,indoru,indura,intor,yin duo er,??????,??????,?????,?????,?????,??????,?????,??????,??????,??????,?????,?????,??????,???????,??????,??????,??????,??????,?????,???,???",22.71792,75.8333,1837041,550,India,"22.71792, 75.8333"
1269910,Hugli,Hugli,"Hooghly,Hooghly-Chinsura,Hooghly-Chinsurah,Hugli,Khugli,?????",22.90877,88.39674,177005,18,India,"22.90877, 88.39674"
1270036,Hireker?r,Hirekerur,"Hirekerur,Hireker?r",14.45506,75.3952,16688,611,India,"14.45506, 75.3952"
1270484,H?l?sahar,Halisahar,"Halisahar,Halishahar,H?l?sahar",22.93218,88.41859,128172,16,India,"22.93218, 88.41859"
1270670,Guntakal Junction,Guntakal Junction,"Guntakai,Guntakal,Guntakal Junction,Guntakul,gantalaka,gong ta ka er,guntakala,guntakallu,kuntakkal,?????,??????,????????,??????????,?????????,????",15.17112,77.36244,120964,457,India,"15.17112, 77.36244"
1270845,Goyerk?ta,Goyerkata,,26.69984,89.02565,66358,104,India,"26.69984, 89.02565"
1270965,Gop?lganj,Gopalganj,"Gopalganj,Gop?lganj",26.46734,84.44041,63725,74,India,"26.46734, 84.44041"
1271288,Ghoga,Ghoga,Ghoga,25.21738,87.1571,3766,40,India,"25.21738, 87.1571"
1271345,Gh?tampur,Ghatampur,"Ghatampur,Gh?tampur",26.15272,80.16803,40435,128,India,"26.15272, 80.16803"
1271582,Garautha,Garautha,Garautha,25.5719,79.29764,9489,155,India,"25.5719, 79.29764"
1271616,Ganj Mur?d?b?d,Ganj Muradabad,"Ganj Muradabad,Ganj Mur?d?b?d,Muradabad Patti,Mur?d?bad Patti",26.95733,80.184,9970,137,India,"26.95733, 80.184"
1271780,Gajraula,Gajraula,Gajraula,28.8457,78.2396,50380,213,India,"28.8457, 78.2396"
1271929,Fatehganj West,Fatehganj West,Fatehganj West,28.4662,79.30657,23810,172,India,"28.4662, 79.30657"
1272025,Erandol,Erandol,Erandol,20.92206,75.32641,30931,226,India,"20.92206, 75.32641"
1272229,Dumra,Dumra,Dumra,26.56708,85.5204,15778,70,India,"26.56708, 85.5204"
1272517,Dirba,Dirba,Dirba,30.07222,75.99607,13838,238,India,"30.07222, 75.99607"
1272819,Dh?r?r,Dharur,"Dharur,Dh?r?r,Fatehabad,Fatehab?d,Fatheabad",18.82017,76.10937,19060,737,India,"18.82017, 76.10937"
1273123,Devanhalli,Devanhalli,"Devanahalli,Devanhalli,de wa en ha er li,debanahalli,devanahalli,devanhalli,devu~anaharri,?????????,??????????,???????????,?????????,????????,??????",13.24655,77.71183,25228,899,India,"13.24655, 77.71183"
1273153,Deshnoke,Deshnoke,"Deshnok,Deshnoke",27.79836,73.34297,16720,275,India,"27.79836, 73.34297"
1273228,Deoli,Deoli,Deoli,20.6492,78.48023,16685,257,India,"20.6492, 78.48023"
1273788,Curchorem,Curchorem,"Curchorem,Curchurem",15.26349,74.10875,22510,14,India,"15.26349, 74.10875"
1274218,Chikodi,Chikodi,"Chikodi,cikkodi,cikodi,cikodi taluka,qi ke di,??????,?????? ??????,????????,??????,????????,???",16.42898,74.58591,34984,638,India,"16.42898, 74.58591"
1274547,Ch?takonda,Chatakonda,"Chatakonda,Ch?takonda",17.55303,80.6477,2816,100,India,"17.55303, 80.6477"
1274821,Chamrajnagar,Chamrajnagar,,11.92312,76.93949,67992,717,India,"11.92312, 76.93949"
1275334,Bomdila,Bomdila,"Bomdila,Bomdilla",27.26475,92.42472,7121,2507,India,"27.26475, 92.42472"
1275346,Bolpur,Bolpur,"Bolpur,bo er pu er,bolapura,bolapura pascima bangala,??????,?????? ?????? ?????,??????,????",23.66278,87.69695,70998,57,India,"23.66278, 87.69695"
1275474,Bisenda Buzurg,Bisenda Buzurg,"Bisanda,Bisenda,Bisenda Buzurg",25.4035,80.61889,11100,134,India,"25.4035, 80.61889"
1275618,Bilgr?m,Bilgram,"Bilgram,Bilgr?m",27.17509,80.03201,27173,146,India,"27.17509, 80.03201"
1275804,Bh?m,Bhum,"Bhoom,Bhum,Bh?m",18.45908,75.65877,18543,592,India,"18.45908, 75.65877"
1276159,Bhanjanagar,Bhanjanagar,"Bhanjanagar,Russelkonda,Russellkonda",19.92719,84.58201,20647,86,India,"19.92719, 84.58201"
1277135,Bar?gaon,Baragaon,"Baragaon,Bar?gaon",25.42936,82.81709,11362,89,India,"25.42936, 82.81709"
1277661,B?l?gh?t,Balaghat,"Balaghat,Burha,B?l?gh?t",21.8156,80.18845,80360,319,India,"21.8156, 80.18845"
1277748,Bair?gnia,Bairagnia,"Bairagnia,Bairgania,Bair?gnia",26.74063,85.27323,37465,81,India,"26.74063, 85.27323"
1277770,Baikunthpur,Baikunthpur,"Baikanthpur,Baikunthpur",24.72768,81.40975,10179,305,India,"24.72768, 81.40975"
1277992,Badhni Kal?n,Badhni Kalan,"Badhni Kalan,Badhni Kal?n",30.6813,75.29087,6070,229,India,"30.6813, 75.29087"
1278190,Atraul?,Atrauli,"Aligarh,Atrauli,Atraul?",28.02964,78.28571,47512,194,India,"28.02964, 78.28571"
1279158,Ajn?la,Ajnala,"Ajnala,Ajn?la",31.84473,74.76295,19691,231,India,"31.84473, 74.76295"
6698412,Abhaneri,Abhaneri,,27.00743,76.6076,1424,280,India,"27.00743, 76.6076"
8581647,Kirandul,Kirandul,,18.63649,81.25827,19053,634,India,"18.63649, 81.25827"
9782274,Mushalpur,Mushalpur,,26.5792,91.4261,0,61,India,"26.5792, 91.4261"
11875611,Khliehriat,Khliehriat,,25.35776,92.36643,0,1141,India,"25.35776, 92.36643"
1268383,K?liy?ganj,Kaliyaganj,"Kaliaganj,Kaliyagan,Kaliyaganj,K?liy?gan,K?liy?ganj",25.63442,88.32665,51748,41,India,"25.63442, 88.32665"
1268601,Kair?na,Kairana,"Kairana,Kair?na",29.39541,77.2054,80432,243,India,"29.39541, 77.2054"
1269154,Jatani,Jatani,"Jatani,Jatni,J?tni",20.15975,85.70742,56003,38,India,"20.15975, 85.70742"
1269158,Jaswantnagar,Jaswantnagar,Jaswantnagar,26.88271,78.90256,27777,158,India,"26.88271, 78.90256"
1269175,Jasidih,Jasidih,Jasidih,24.51379,86.64576,16338,272,India,"24.51379, 86.64576"
1269415,Jalesar,Jalesar,"Jalesar,Jalesar Town",27.47315,78.3031,38614,179,India,"27.47315, 78.3031"
1269592,Jagann?thpur,Jagannathpur,,22.22115,85.63917,7020,433,India,"22.22115, 85.63917"
1269605,Jag?dhri,Jagadhri,"Jagadhri,Jag?dhri",30.16719,77.30367,101300,292,India,"30.16719, 77.30367"
1269693,Irinj?lakuda,Irinjalakuda,"Irinjalakuda,Irinj?lakuda",10.34238,76.21124,29208,20,India,"10.34238, 76.21124"
1269990,Holalkere,Holalkere,Holalkere,14.04295,76.18496,15480,707,India,"14.04295, 76.18496"
1270090,Hindaun,Hindaun,"Hindaun,Hindaun City,hinda'una,hindauna,hindauna siti,hindaunanagaram,hindona,xin dao en,??????,???????,??????? ????,????????????,????????,???",26.73411,77.03519,95593,231,India,"26.73411, 77.03519"
1270252,Hasanpur,Hasanpur,,27.96944,77.49544,9906,194,India,"27.96944, 77.49544"
1270287,Harpanahalli,Harpanahalli,Harpanahalli,14.78766,75.98863,44977,624,India,"14.78766, 75.98863"
1270370,Hardo?,Hardoi,"Hardoi,Hardo?",27.39491,80.13165,122635,146,India,"27.39491, 80.13165"
1270396,H?ora,Haora,"Haora,Haura,Hawrah,Howrah,H?ora,ha'ora,haura,??????,????,?????",22.57688,88.31857,1027672,8,India,"22.57688, 88.31857"
1270417,H?nsi,Hansi,"Hansi,H?nsi,Khansi,?????",29.10239,75.96253,82407,225,India,"29.10239, 75.96253"
1270568,H?bra,Habra,"Habra,H?bra",22.84202,88.65606,139297,13,India,"22.84202, 88.65606"
1270603,Guruv?y?r,Guruvayur,"Gurupavanapuri,Guruvayoor,Guruvayur,Guruv?y?r",10.5943,76.0411,21416,8,India,"10.5943, 76.0411"
1272259,Duli?gaon,Duliagaon,"Duliagaon,Duli?gaon",27.37227,95.30754,23528,120,India,"27.37227, 95.30754"
1272639,D?g,Dig,"Deeg,Dig,D?g",27.47188,77.32564,43486,180,India,"27.47188, 77.32564"
1273136,De?lgaon R?ja,Deulgaon Raja,"Deulgaon Raja,De?lgaon R?ja",20.01757,76.03755,26688,568,India,"20.01757, 76.03755"
1273309,Dehri,Dehri,"Dehm,Dehri",24.90247,84.18217,129938,114,India,"24.90247, 84.18217"
1273374,Daund,Daund,"Daund,Dhond,dao en de,daunda,?????,????,????,?????,???",18.46515,74.58375,45440,517,India,"18.46515, 74.58375"
1273467,D?rjiling,Darjiling,"Dardzhiling,Dardzilingas,Dardžilingas,Dargiling,Darjeeling,Darjiling,Dar?iling,D?rjiling,Rdorje gling,da ji ling,daleujilling,dar jylng,darjilim,drgylyng,??????????,????????,??? ?????,?????????,???,????",27.03333,88.26667,123797,2127,India,"27.03333, 88.26667"
1273648,Dalhousie,Dalhousie,"Dalhousie,da er huo wu xi ye,dalahauji,dalahausi,delaha'ujhi,tal'havuci,??????,??????,???????,???????,????????,????????,??????,??????",32.55219,75.94663,7601,1697,India,"32.55219, 75.94663"
1274020,Chodavaram,Chodavaram,Chodavaram,17.82884,82.93526,29000,48,India,"17.82884, 82.93526"
1274021,Rampachodavaram,Rampachodavaram,,17.44088,81.77558,25074,182,India,"17.44088, 81.77558"
1274342,Chh?t?pur,Chhatapur,"Chhatapur,Chh?t?pur",26.21965,87.00479,23425,68,India,"26.21965, 87.00479"
1274430,Chingleput,Chingleput,"Chengalpat,Chengalpattu,Chingleput,cengalapattu,cenkalpattu,qin ge a er pa tu,??????????,??????????,?????????????,????????????,??????",12.69184,79.97661,65689,61,India,"12.69184, 79.97661"
1275103,B?ndi,Bundi,"Bundi,Bundi City,B?ndi,?????",25.43855,75.63735,98569,274,India,"25.43855, 75.63735"
1275163,Budaun,Budaun,"Badajun,Badaun,Budaun,badanyu,badauna,badayum,bu dao en,budauna,patavun,??????,??????,??????,??????,?????,?????,????,???????,???",28.03811,79.12668,161555,177,India,"28.03811, 79.12668"
1275368,Boisar,Boisar,Boisar,19.80362,72.75598,15692,16,India,"19.80362, 72.75598"
1275435,Bisw?n,Biswan,"Biswan,Bisw?n",27.49581,80.99618,52516,136,India,"27.49581, 80.99618"
1275499,B?rpur,Birpur,"Birpur,B?rpur",26.50823,87.01194,18968,81,India,"26.50823, 87.01194"
1275634,B?l?spur,Bilaspur,"Bilaspur,Bil?spur,B?l?spur",28.88655,79.2703,39873,199,India,"28.88655, 79.2703"
1275674,Bijrauni,Bijrauni,"Bijrauni,Bijroni",24.93296,77.64352,5743,462,India,"24.93296, 77.64352"
1276070,Bathinda,Bathinda,"BUP,Bathinda,Bkhatinda,ba ting da,bathida,bathinda,batynda,bhatinda,pattinta,????????,???????,??????,???????,????????,????????,??????,???????,?????????,??????,???",30.20747,74.93893,242800,216,India,"30.20747, 74.93893"
1276084,Bh?t?p?ra,Bhatapara,"Bhatapara,Bh?t?p?ra",21.735,81.94711,51751,275,India,"21.735, 81.94711"
1276393,Bettiah,Bettiah,"Bettiah,Bettiakh,bei te di ya,betiya,betti'ah,bettiya,???????,??????,??????,????????,?????????,????????,????",26.80229,84.50311,127008,84,India,"26.80229, 84.50311"
1276720,Bat?la,Batala,"Batala,Bat?la,Butala",31.80921,75.20294,145468,258,India,"31.80921, 75.20294"
1276917,Barkot,Barkot,Barkot,30.80861,78.20596,7725,1291,India,"30.80861, 78.20596"
1277085,B?ram?la,Baramula,,34.209,74.34285,77276,1579,India,"34.209, 74.34285"
1277882,B?ghpat,Baghpat,"Baghpat,Bagpat,B?ghpat",28.94485,77.21865,41766,227,India,"28.94485, 77.21865"
1278036,Bachhraon,Bachhraon,Bachhraon,28.92694,78.23456,29232,216,India,"28.92694, 78.23456"
1278344,Arumb?v?r,Arumbavur,"Arumbavur,Arumbvur,Arumb?v?r",11.38096,78.72965,11419,157,India,"11.38096, 78.72965"
1278393,Arkalg?d,Arkalgud,"Arkalgud,Arkalg?d",12.76171,76.06035,15802,922,India,"12.76171, 76.06035"
1278405,Ariyal?r,Ariyalur,,11.13849,79.07556,29144,82,India,"11.13849, 79.07556"
1278974,Almora,Almora,"Al'mora,Almora,a er mo la,alamoda,alamora,almoda,almora,arumora,??????,???????,??????,??????,????????,???????,??????,??????,??????,???????,??????,?????,??????,????",29.59713,79.65911,32442,1600,India,"29.59713, 79.65911"
1279050,Al?walpur,Alawalpur,"Alawalpur,Al?walpur",31.43161,75.65614,7410,248,India,"31.43161, 75.65614"
1279084,Alag?puram,Alagapuram,,11.88705,78.91758,8345,159,India,"11.88705, 78.91758"
1279307,Afzalgarh,Afzalgarh,Afzalgarh,29.3937,78.67393,27753,234,India,"29.3937, 78.67393"
